region,latitude,longitude,seismic_zone,event_count_30d,avg_magnitude,max_magnitude,magnitude_std,b_value,avg_depth_km,log_energy_release,inter_event_cv,recent_rate_7d,rate_change_ratio,significant_event_next30d
Andaman Islands,12.64,91.88,5,3,2.54,3.13,0.453,1.0,41.8,4.743,0.049,1,1.616,0
Nagaland,26.22,94.35,5,4,2.43,2.66,0.258,1.0,32.8,4.375,0.365,1,1.083,1
Uttarakhand,30.17,80.08,5,1,2.13,2.13,0.0,1.0,135.4,3.2,0.0,1,3.181,1
Gujarat-Saurashtra,21.97,71.68,3,2,2.45,2.78,0.323,1.0,24.1,4.208,0.0,0,0.0,1
Tripura,23.98,91.65,5,1,2.17,2.17,0.0,1.0,10.6,3.262,0.0,0,0.0,0
Assam,25.87,91.08,5,3,2.09,2.15,0.061,1.0,52.7,3.628,0.659,2,6.362,0
Sikkim,27.08,88.66,4,4,2.31,2.57,0.161,1.0,31.7,4.141,0.654,1,1.083,0
Bihar,25.95,84.85,4,3,2.3,2.81,0.363,1.0,93.0,4.273,0.952,0,0.0,0
Madhya Pradesh,23.92,77.22,2,1,2.07,2.07,0.0,1.0,20.7,3.113,0.0,0,0.0,1
Mizoram,24.09,93.0,5,0,0.0,0.0,0.0,1.0,27.7,0.0,0.0,1,3.181,0
Karnataka,16.17,74.72,2,0,0.0,0.0,0.0,1.0,61.7,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.31,71.01,3,1,2.28,2.28,0.0,1.0,5.9,3.421,0.0,0,0.0,0
Tamil Nadu,10.55,78.5,2,0,0.0,0.0,0.0,1.0,26.3,0.0,0.0,0,0.0,0
Rajasthan,26.77,75.73,2,1,2.39,2.39,0.0,1.0,36.2,3.59,0.0,0,0.0,0
Madhya Pradesh,23.25,77.76,2,0,0.0,0.0,0.0,1.0,17.5,0.0,0.0,0,0.0,0
Arunachal Pradesh,28.83,95.22,5,6,2.41,3.08,0.38,0.952,34.4,4.789,0.545,1,0.653,1
Karnataka,16.07,74.82,2,0,0.0,0.0,0.0,1.0,62.8,0.0,0.0,0,0.0,0
Sikkim,27.21,88.31,4,1,2.03,2.03,0.0,1.0,26.5,3.052,0.0,3,9.544,0
Mizoram,23.49,93.61,5,1,2.1,2.1,0.0,1.0,79.3,3.154,0.0,0,0.0,0
Uttarakhand,29.34,80.13,5,1,2.24,2.24,0.0,1.0,10.8,3.366,0.0,1,3.181,0
Assam,26.15,91.87,5,1,2.02,2.02,0.0,1.0,41.9,3.036,0.0,1,3.181,0
Mizoram,24.41,93.43,5,2,2.51,2.64,0.132,1.0,23.3,4.105,0.0,0,0.0,0
Rajasthan,27.2,75.05,2,1,2.16,2.16,0.0,1.0,8.5,3.234,0.0,0,0.0,1
Mizoram,23.21,93.15,5,2,2.02,2.05,0.022,1.0,36.8,3.338,0.0,0,0.0,0
Tripura,23.4,90.55,5,0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,1,3.181,0
Mizoram,23.1,92.57,5,2,2.1,2.13,0.038,1.0,43.9,3.449,0.0,0,0.0,0
Tamil Nadu,11.76,78.43,2,1,3.5,3.5,0.0,1.0,6.8,5.247,0.0,0,0.0,1
Ladakh,33.92,76.74,5,2,2.67,3.26,0.589,1.0,12.1,4.896,0.0,1,3.181,0
Bihar,26.44,85.34,4,1,2.35,2.35,0.0,1.0,30.6,3.531,0.0,0,0.0,0
Delhi-NCR,28.53,77.26,4,1,2.42,2.42,0.0,1.0,10.7,3.637,0.0,1,3.181,0
Gujarat-Saurashtra,23.1,72.43,3,0,0.0,0.0,0.0,1.0,28.2,0.0,0.0,0,0.0,0
Manipur,24.09,94.21,5,0,0.0,0.0,0.0,1.0,42.1,0.0,0.0,2,6.362,0
Arunachal Pradesh,28.78,93.87,5,1,2.1,2.1,0.0,1.0,56.0,3.151,0.0,3,9.544,0
Gujarat-Saurashtra,22.35,72.13,3,4,2.43,2.95,0.299,1.0,5.5,4.527,0.657,0,0.0,0
Tripura,23.41,91.84,5,0,0.0,0.0,0.0,1.0,23.6,0.0,0.0,0,0.0,0
Nagaland,26.09,95.47,5,0,0.0,0.0,0.0,1.0,13.8,0.0,0.0,0,0.0,0
Arunachal Pradesh,28.41,93.88,5,2,2.11,2.18,0.077,1.0,11.3,3.477,0.0,1,3.181,1
Gujarat-Saurashtra,22.16,71.45,3,0,0.0,0.0,0.0,1.0,86.9,0.0,0.0,0,0.0,0
Sikkim,26.34,89.13,4,2,2.8,3.32,0.517,1.0,97.9,4.992,0.0,0,0.0,0
Himachal Pradesh,30.3,77.78,5,3,2.36,2.54,0.149,1.0,56.8,4.072,0.194,1,1.616,0
Arunachal Pradesh,27.82,94.34,5,4,2.48,3.12,0.376,1.0,27.5,4.746,0.347,0,0.0,1
Andaman Islands,12.72,92.26,5,1,2.14,2.14,0.0,1.0,41.4,3.213,0.0,4,10.0,0
Bihar,24.66,85.93,4,2,2.15,2.19,0.045,1.0,10.6,3.528,0.0,0,0.0,0
Meghalaya,24.89,91.24,5,1,2.15,2.15,0.0,1.0,73.7,3.225,0.0,0,0.0,0
Nagaland,25.22,95.4,5,1,2.59,2.59,0.0,1.0,27.2,3.889,0.0,0,0.0,0
Tripura,24.76,91.64,5,1,3.44,3.44,0.0,1.0,35.1,5.155,0.0,1,3.181,1
Meghalaya,25.21,91.87,5,4,3.1,4.73,1.067,1.0,12.2,7.099,0.814,0,0.0,1
Rajasthan,27.2,75.1,2,0,0.0,0.0,0.0,1.0,24.8,0.0,0.0,0,0.0,0
Andaman Islands,12.95,92.41,5,2,2.34,2.4,0.055,1.0,80.0,3.824,0.0,0,0.0,0
Ladakh,33.25,77.53,5,6,2.17,2.36,0.111,1.99,21.5,4.064,0.754,0,0.0,1
Sikkim,26.4,89.01,4,3,2.28,2.49,0.158,1.0,14.8,3.958,0.917,0,0.0,0
Kerala,11.23,77.27,3,1,2.01,2.01,0.0,1.0,12.2,3.011,0.0,0,0.0,0
Maharashtra-Koyna,17.09,73.59,4,2,3.03,3.3,0.27,1.0,13.2,5.007,0.0,0,0.0,0
Assam,26.78,91.28,5,4,2.46,3.15,0.464,1.0,28.3,4.805,0.823,1,1.083,0
Ladakh,35.09,77.95,5,2,2.7,3.22,0.525,1.0,31.8,4.841,0.0,1,3.181,0
Gujarat-Saurashtra,21.72,72.76,3,0,0.0,0.0,0.0,1.0,19.3,0.0,0.0,0,0.0,0
Odisha,20.36,86.58,2,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0,0.0,0
Tamil Nadu,10.38,79.33,2,0,0.0,0.0,0.0,1.0,8.9,0.0,0.0,0,0.0,0
Odisha,20.27,85.61,2,0,0.0,0.0,0.0,1.0,41.4,0.0,0.0,0,0.0,0
Meghalaya,25.49,91.72,5,2,2.89,3.13,0.238,1.0,54.0,4.771,0.0,0,0.0,0
Andaman Islands,11.59,93.13,5,2,2.56,2.62,0.055,1.0,25.6,4.153,0.0,0,0.0,0
Karnataka,14.64,76.41,2,1,2.03,2.03,0.0,1.0,36.6,3.051,0.0,0,0.0,1
Maharashtra-Koyna,17.46,73.67,4,1,2.54,2.54,0.0,1.0,23.5,3.803,0.0,1,3.181,0
Arunachal Pradesh,27.97,95.49,5,0,0.0,0.0,0.0,1.0,44.6,0.0,0.0,0,0.0,0
Karnataka,16.12,76.37,2,0,0.0,0.0,0.0,1.0,32.6,0.0,0.0,0,0.0,0
Delhi-NCR,29.13,78.09,4,0,0.0,0.0,0.0,1.0,147.7,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,21.89,72.18,3,0,0.0,0.0,0.0,1.0,12.4,0.0,0.0,0,0.0,0
Karnataka,14.92,75.09,2,0,0.0,0.0,0.0,1.0,20.2,0.0,0.0,0,0.0,0
Himachal Pradesh,30.18,76.41,5,3,3.11,3.69,0.557,1.0,39.9,5.635,0.451,0,0.0,1
Bihar,26.59,84.12,4,0,0.0,0.0,0.0,1.0,32.8,0.0,0.0,0,0.0,0
Uttarakhand,30.9,79.76,5,0,0.0,0.0,0.0,1.0,56.8,0.0,0.0,0,0.0,0
Tamil Nadu,10.12,79.41,2,0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0,0.0,0
Tamil Nadu,10.97,77.84,2,0,0.0,0.0,0.0,1.0,12.7,0.0,0.0,0,0.0,0
Odisha,20.2,86.47,2,0,0.0,0.0,0.0,1.0,16.7,0.0,0.0,0,0.0,0
Himachal Pradesh,30.14,78.12,5,3,2.06,2.09,0.033,1.0,53.4,3.564,0.145,0,0.0,0
Gujarat-Kutch,23.47,69.93,5,1,3.58,3.58,0.0,1.0,14.4,5.371,0.0,1,3.181,0
Arunachal Pradesh,28.72,95.07,5,2,2.97,3.31,0.346,1.0,13.4,5.009,0.0,0,0.0,0
Andaman Islands,12.45,91.86,5,7,2.45,2.83,0.251,0.867,26.4,4.669,0.8,0,0.0,1
Kashmir,34.26,74.58,5,4,2.19,2.3,0.083,1.0,61.4,3.909,0.602,1,1.083,0
Meghalaya,24.84,90.94,5,4,2.19,2.41,0.15,1.0,57.9,3.951,0.722,1,1.083,1
Karnataka,15.88,74.84,2,0,0.0,0.0,0.0,1.0,8.8,0.0,0.0,0,0.0,0
Delhi-NCR,29.41,78.09,4,2,2.08,2.15,0.071,1.0,15.2,3.439,0.0,0,0.0,0
Kashmir,34.47,74.51,5,3,2.49,2.76,0.197,1.0,23.1,4.317,0.666,1,1.616,0
Karnataka,14.36,75.52,2,2,2.29,2.36,0.068,1.0,16.3,3.749,0.0,0,0.0,0
Manipur,24.17,92.98,5,3,2.44,2.7,0.311,1.0,15.3,4.319,0.26,1,1.616,1
Gujarat-Kutch,23.29,69.91,5,0,0.0,0.0,0.0,1.0,87.6,0.0,0.0,1,3.181,0
Nagaland,25.31,94.4,5,0,0.0,0.0,0.0,1.0,10.6,0.0,0.0,0,0.0,0
Kerala,11.1,76.36,3,0,0.0,0.0,0.0,1.0,13.1,0.0,0.0,0,0.0,0
Uttarakhand,29.81,79.22,5,2,2.23,2.34,0.105,1.0,15.2,3.678,0.0,1,3.181,0
Delhi-NCR,28.36,76.59,4,1,2.84,2.84,0.0,1.0,10.1,4.261,0.0,0,0.0,0
West Bengal,21.62,88.71,3,1,2.21,2.21,0.0,1.0,66.7,3.308,0.0,0,0.0,0
Maharashtra-Koyna,17.16,73.94,4,1,2.37,2.37,0.0,1.0,31.0,3.557,0.0,0,0.0,0
Meghalaya,26.02,91.17,5,0,0.0,0.0,0.0,1.0,44.5,0.0,0.0,0,0.0,0
Sikkim,28.18,89.25,4,3,2.68,3.08,0.408,1.0,28.2,4.788,0.422,2,6.362,0
Manipur,24.69,93.43,5,1,2.0,2.0,0.0,1.0,124.1,3.002,0.0,0,0.0,0
Odisha,20.05,84.82,2,0,0.0,0.0,0.0,1.0,32.4,0.0,0.0,0,0.0,0
Kerala,10.16,77.2,3,0,0.0,0.0,0.0,1.0,17.4,0.0,0.0,0,0.0,0
Odisha,21.02,84.92,2,1,3.09,3.09,0.0,1.0,22.2,4.64,0.0,0,0.0,1
Delhi-NCR,28.41,76.72,4,0,0.0,0.0,0.0,1.0,11.6,0.0,0.0,1,3.181,0
Gujarat-Saurashtra,22.84,72.38,3,1,2.55,2.55,0.0,1.0,5.4,3.831,0.0,0,0.0,0
Madhya Pradesh,23.43,76.81,2,2,2.67,2.72,0.046,1.0,34.0,4.31,0.0,0,0.0,0
Maharashtra-Koyna,16.8,73.21,4,3,2.63,2.88,0.258,1.0,18.6,4.553,0.964,0,0.0,0
Gujarat-Saurashtra,21.98,72.0,3,0,0.0,0.0,0.0,1.0,30.3,0.0,0.0,0,0.0,0
Tripura,24.48,91.67,5,0,0.0,0.0,0.0,1.0,11.1,0.0,0.0,0,0.0,0
Sikkim,27.02,88.6,4,6,3.02,5.49,1.198,0.404,15.3,8.236,0.508,0,0.0,1
Bihar,24.71,85.66,4,0,0.0,0.0,0.0,1.0,10.2,0.0,0.0,0,0.0,0
Nagaland,26.61,94.42,5,1,2.16,2.16,0.0,1.0,12.0,3.247,0.0,2,6.362,0
Himachal Pradesh,30.7,76.58,5,1,2.12,2.12,0.0,1.0,14.9,3.18,0.0,0,0.0,0
Arunachal Pradesh,28.01,95.33,5,0,0.0,0.0,0.0,1.0,28.6,0.0,0.0,0,0.0,0
Delhi-NCR,27.8,77.28,4,2,2.81,3.22,0.416,1.0,37.8,4.859,0.0,0,0.0,0
West Bengal,22.53,88.07,3,2,2.38,2.52,0.137,1.0,9.6,3.924,0.0,0,0.0,0
Assam,26.46,91.4,5,4,2.36,2.6,0.217,1.0,48.4,4.241,0.552,1,1.083,0
Tamil Nadu,11.67,78.62,2,2,2.2,2.21,0.009,1.0,31.4,3.605,0.0,0,0.0,0
Andaman Islands,12.93,92.63,5,6,2.39,2.97,0.294,0.995,37.5,4.633,0.312,1,0.653,1
Himachal Pradesh,30.39,76.42,5,1,3.41,3.41,0.0,1.0,14.0,5.114,0.0,2,6.362,1
Arunachal Pradesh,28.37,94.02,5,2,2.38,2.44,0.063,1.0,27.8,3.876,0.0,0,0.0,0
Andaman Islands,11.07,93.38,5,2,2.22,2.36,0.143,1.0,108.1,3.677,0.0,1,3.181,0
Maharashtra-Koyna,18.28,74.55,4,1,2.11,2.11,0.0,1.0,28.1,3.172,0.0,0,0.0,0
Sikkim,27.7,88.72,4,3,2.31,2.46,0.207,1.0,11.5,4.027,0.789,1,1.616,0
Himachal Pradesh,31.83,77.11,5,1,2.47,2.47,0.0,1.0,65.3,3.698,0.0,1,3.181,1
Rajasthan,27.35,76.42,2,1,3.42,3.42,0.0,1.0,24.3,5.123,0.0,0,0.0,1
Meghalaya,25.57,92.26,5,0,0.0,0.0,0.0,1.0,28.9,0.0,0.0,1,3.181,0
Tamil Nadu,10.35,78.69,2,1,2.05,2.05,0.0,1.0,7.3,3.076,0.0,1,3.181,1
Karnataka,14.38,74.8,2,1,2.23,2.23,0.0,1.0,7.3,3.349,0.0,0,0.0,0
Manipur,24.89,93.82,5,3,2.09,2.12,0.027,1.0,61.8,3.607,0.889,1,1.616,0
Maharashtra-Koyna,18.2,74.26,4,7,2.32,2.79,0.266,1.165,87.2,4.518,1.012,0,0.0,1
Gujarat-Saurashtra,21.33,71.19,3,0,0.0,0.0,0.0,1.0,16.7,0.0,0.0,0,0.0,0
Himachal Pradesh,30.17,76.32,5,3,2.37,2.69,0.253,1.0,93.5,4.189,0.999,0,0.0,0
Kashmir,33.25,75.44,5,6,2.57,3.06,0.281,0.701,51.1,4.858,0.212,0,0.0,1
Nagaland,26.74,94.14,5,0,0.0,0.0,0.0,1.0,10.9,0.0,0.0,0,0.0,0
West Bengal,22.16,87.99,3,4,2.28,2.88,0.347,1.0,26.3,4.4,1.162,0,0.0,1
Maharashtra-Koyna,17.25,73.28,4,0,0.0,0.0,0.0,1.0,32.7,0.0,0.0,0,0.0,0
Nagaland,25.3,94.99,5,2,2.28,2.56,0.277,1.0,31.3,3.896,0.0,0,0.0,0
Andaman Islands,11.43,92.59,5,6,2.66,4.24,0.749,0.611,18.2,6.361,1.053,2,1.629,1
Uttarakhand,30.03,79.97,5,4,2.59,3.23,0.443,1.0,61.7,4.936,0.63,1,1.083,0
Manipur,24.49,94.85,5,0,0.0,0.0,0.0,1.0,37.3,0.0,0.0,1,3.181,1
Rajasthan,27.81,75.12,2,3,2.72,3.73,0.714,1.0,6.7,5.601,0.745,0,0.0,1
Tripura,23.39,92.24,5,2,2.93,3.13,0.207,1.0,15.1,4.793,0.0,0,0.0,0
Gujarat-Saurashtra,21.97,72.49,3,0,0.0,0.0,0.0,1.0,7.4,0.0,0.0,0,0.0,0
Odisha,20.94,85.41,2,0,0.0,0.0,0.0,1.0,7.8,0.0,0.0,0,0.0,0
Tripura,23.09,91.41,5,5,2.52,3.36,0.468,0.762,33.9,5.102,1.182,0,0.0,1
Himachal Pradesh,31.84,78.17,5,2,3.42,4.42,0.997,1.0,11.1,6.626,0.0,0,0.0,0
Manipur,24.04,93.94,5,1,2.04,2.04,0.0,1.0,54.7,3.054,0.0,0,0.0,0
Meghalaya,25.08,91.27,5,0,0.0,0.0,0.0,1.0,15.8,0.0,0.0,0,0.0,0
Sikkim,28.07,87.88,4,1,2.28,2.28,0.0,1.0,19.7,3.416,0.0,0,0.0,0
Gujarat-Kutch,23.7,70.49,5,2,2.08,2.15,0.07,1.0,12.1,3.431,0.0,0,0.0,0
Madhya Pradesh,23.85,76.49,2,1,2.05,2.05,0.0,1.0,24.7,3.068,0.0,0,0.0,0
Assam,26.68,92.61,5,3,2.62,3.51,0.643,1.0,38.4,5.274,0.16,0,0.0,1
Maharashtra-Koyna,16.64,73.14,4,2,2.26,2.38,0.129,1.0,99.6,3.727,0.0,0,0.0,0
Manipur,24.59,94.52,5,1,2.08,2.08,0.0,1.0,14.4,3.127,0.0,0,0.0,0
Rajasthan,27.38,76.73,2,0,0.0,0.0,0.0,1.0,7.9,0.0,0.0,0,0.0,0
Maharashtra-Koyna,16.69,73.96,4,3,2.49,3.29,0.569,1.0,11.0,4.952,0.721,0,0.0,0
Manipur,25.07,94.0,5,1,2.17,2.17,0.0,1.0,64.1,3.259,0.0,1,3.181,0
Himachal Pradesh,31.93,78.01,5,1,2.63,2.63,0.0,1.0,10.8,3.938,0.0,1,3.181,1
Kashmir,34.2,74.71,5,7,2.76,3.86,0.573,0.536,64.5,5.855,0.4,0,0.0,1
Manipur,25.3,94.68,5,3,2.19,2.31,0.12,1.0,113.6,3.799,0.484,2,6.362,1
Andaman Islands,12.46,92.42,5,5,2.11,2.31,0.117,2.5,36.0,3.908,0.833,1,0.815,0
Bihar,26.59,84.29,4,2,2.26,2.34,0.081,1.0,95.3,3.701,0.0,0,0.0,0
Ladakh,33.23,78.43,5,2,2.24,2.3,0.061,1.0,20.1,3.668,0.0,1,3.181,1
Manipur,25.52,94.58,5,4,2.21,2.39,0.171,1.0,20.6,3.985,0.481,0,0.0,1
Bihar,24.76,84.69,4,0,0.0,0.0,0.0,1.0,53.6,0.0,0.0,0,0.0,0
Kerala,10.7,76.34,3,0,0.0,0.0,0.0,1.0,22.6,0.0,0.0,0,0.0,0
Gujarat-Kutch,23.29,69.57,5,2,2.49,2.86,0.366,1.0,13.1,4.325,0.0,1,3.181,1
Andaman Islands,12.63,93.3,5,3,2.27,2.49,0.189,1.0,25.6,3.963,0.561,0,0.0,0
Kerala,11.49,76.35,3,0,0.0,0.0,0.0,1.0,20.3,0.0,0.0,0,0.0,0
Kerala,10.79,75.83,3,1,2.08,2.08,0.0,1.0,23.0,3.115,0.0,0,0.0,0
Uttarakhand,30.14,78.59,5,4,2.57,2.93,0.326,1.0,10.8,4.665,0.584,1,1.083,0
Gujarat-Saurashtra,21.82,70.89,3,1,2.23,2.23,0.0,1.0,26.6,3.352,0.0,0,0.0,0
Assam,25.36,91.45,5,3,2.27,2.73,0.327,1.0,26.7,4.172,0.784,2,6.362,0
Delhi-NCR,28.31,76.33,4,3,2.49,2.85,0.256,1.0,99.2,4.398,0.835,0,0.0,1
Arunachal Pradesh,28.65,94.03,5,5,2.58,3.63,0.564,0.693,50.1,5.466,0.632,0,0.0,1
Karnataka,14.97,74.71,2,0,0.0,0.0,0.0,1.0,29.8,0.0,0.0,0,0.0,0
Karnataka,16.07,74.7,2,0,0.0,0.0,0.0,1.0,29.3,0.0,0.0,0,0.0,0
Maharashtra-Koyna,18.37,74.13,4,2,2.94,2.95,0.006,1.0,27.1,4.714,0.0,0,0.0,0
Meghalaya,25.33,92.62,5,4,2.62,3.75,0.681,1.0,28.4,5.636,1.344,0,0.0,1
Meghalaya,25.82,91.66,5,1,2.59,2.59,0.0,1.0,54.7,3.886,0.0,0,0.0,0
Tamil Nadu,10.59,79.58,2,0,0.0,0.0,0.0,1.0,27.2,0.0,0.0,0,0.0,0
Uttarakhand,30.91,79.62,5,5,2.42,2.85,0.297,0.931,26.0,4.543,0.836,1,0.815,0
West Bengal,21.78,88.61,3,0,0.0,0.0,0.0,1.0,9.8,0.0,0.0,0,0.0,0
Arunachal Pradesh,27.24,95.6,5,1,2.48,2.48,0.0,1.0,21.9,3.723,0.0,0,0.0,0
Andaman Islands,11.08,92.05,5,3,2.17,2.33,0.134,1.0,30.0,3.773,0.154,0,0.0,0
Kerala,10.09,77.2,3,1,2.14,2.14,0.0,1.0,55.2,3.205,0.0,0,0.0,0
Mizoram,23.07,92.88,5,1,2.61,2.61,0.0,1.0,17.6,3.919,0.0,0,0.0,0
Nagaland,26.66,93.91,5,3,2.61,2.96,0.314,1.0,10.1,4.6,0.349,0,0.0,1
Himachal Pradesh,31.52,78.01,5,2,2.14,2.28,0.139,1.0,41.6,3.561,0.0,2,6.362,1
Rajasthan,26.3,74.88,2,2,2.44,2.56,0.12,1.0,10.0,4.003,0.0,0,0.0,1
Nagaland,27.07,94.76,5,1,2.81,2.81,0.0,1.0,13.0,4.212,0.0,1,3.181,0
Assam,26.58,91.34,5,1,2.52,2.52,0.0,1.0,15.7,3.776,0.0,0,0.0,0
Sikkim,28.07,88.97,4,2,2.56,2.71,0.15,1.0,182.7,4.192,0.0,1,3.181,0
Odisha,19.91,86.45,2,1,3.69,3.69,0.0,1.0,5.9,5.529,0.0,0,0.0,1
Assam,25.83,91.29,5,4,2.39,2.63,0.221,1.0,68.0,4.293,0.87,0,0.0,0
Kerala,11.25,77.16,3,1,2.5,2.5,0.0,1.0,31.5,3.756,0.0,0,0.0,0
Bihar,25.72,85.66,4,5,2.21,2.51,0.194,1.675,14.7,4.114,0.982,1,0.815,1
Tripura,24.44,91.59,5,1,2.58,2.58,0.0,1.0,51.0,3.865,0.0,0,0.0,0
Kerala,9.52,76.68,3,0,0.0,0.0,0.0,1.0,16.4,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,21.32,72.67,3,0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0,0.0,0
Sikkim,26.6,88.14,4,0,0.0,0.0,0.0,1.0,23.1,0.0,0.0,0,0.0,0
Sikkim,27.96,88.57,4,0,0.0,0.0,0.0,1.0,23.9,0.0,0.0,0,0.0,0
Kerala,9.62,76.93,3,1,2.17,2.17,0.0,1.0,10.9,3.261,0.0,0,0.0,0
Manipur,24.87,93.79,5,3,2.67,2.91,0.244,1.0,84.4,4.605,0.299,1,1.616,1
Gujarat-Saurashtra,23.22,70.99,3,0,0.0,0.0,0.0,1.0,7.5,0.0,0.0,0,0.0,0
Karnataka,14.51,75.45,2,0,0.0,0.0,0.0,1.0,6.4,0.0,0.0,1,3.181,0
Meghalaya,25.0,91.06,5,3,3.06,3.69,0.469,1.0,30.3,5.578,0.66,0,0.0,0
Odisha,19.88,85.76,2,2,2.37,2.56,0.191,1.0,7.5,3.937,0.0,0,0.0,1
Delhi-NCR,29.26,76.81,4,3,2.42,2.73,0.273,1.0,44.4,4.274,0.558,0,0.0,1
West Bengal,21.69,87.63,3,2,2.98,3.14,0.158,1.0,55.6,4.84,0.0,2,6.362,0
Delhi-NCR,29.39,78.03,4,4,2.25,2.56,0.19,1.0,13.7,4.078,0.639,0,0.0,1
Uttarakhand,30.14,79.62,5,6,2.41,2.65,0.187,0.934,23.5,4.479,1.226,1,0.653,0
Gujarat-Saurashtra,21.86,71.28,3,1,2.12,2.12,0.0,1.0,10.8,3.185,0.0,0,0.0,0
Kerala,10.11,76.41,3,0,0.0,0.0,0.0,1.0,9.3,0.0,0.0,0,0.0,0
Gujarat-Kutch,23.09,69.07,5,1,2.59,2.59,0.0,1.0,35.6,3.891,0.0,0,0.0,0
Ladakh,34.56,78.21,5,3,2.69,3.15,0.371,1.0,33.7,4.818,0.657,2,6.362,1
Manipur,23.93,94.34,5,1,2.49,2.49,0.0,1.0,34.9,3.731,0.0,0,0.0,0
Meghalaya,25.98,92.01,5,1,2.42,2.42,0.0,1.0,64.8,3.624,0.0,1,3.181,0
Himachal Pradesh,30.13,76.91,5,8,2.74,3.62,0.51,0.551,21.4,5.612,0.762,0,0.0,1
Tamil Nadu,12.06,79.19,2,0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0,0.0,0
Tripura,23.48,91.09,5,2,2.7,2.8,0.105,1.0,99.6,4.376,0.0,0,0.0,0
Karnataka,15.07,76.02,2,0,0.0,0.0,0.0,1.0,13.7,0.0,0.0,0,0.0,0
Kerala,10.73,75.81,3,0,0.0,0.0,0.0,1.0,34.6,0.0,0.0,0,0.0,0
Ladakh,34.2,77.99,5,5,2.33,2.6,0.167,1.136,120.6,4.27,0.901,1,0.815,0
Assam,26.37,91.53,5,0,0.0,0.0,0.0,1.0,55.8,0.0,0.0,0,0.0,0
Maharashtra-Koyna,16.43,74.64,4,1,2.06,2.06,0.0,1.0,42.7,3.094,0.0,0,0.0,0
Madhya Pradesh,22.63,76.83,2,1,2.08,2.08,0.0,1.0,75.2,3.116,0.0,0,0.0,1
Delhi-NCR,27.71,76.57,4,2,2.22,2.36,0.141,1.0,59.4,3.685,0.0,0,0.0,0
Kashmir,34.11,74.69,5,1,2.19,2.19,0.0,1.0,61.5,3.28,0.0,2,6.362,1
Meghalaya,25.56,92.45,5,1,2.76,2.76,0.0,1.0,96.2,4.135,0.0,3,9.544,0
Andaman Islands,11.16,91.77,5,5,2.68,4.32,0.849,0.593,102.8,6.489,0.966,1,0.815,1
Arunachal Pradesh,28.1,94.39,5,4,3.08,3.86,0.735,1.0,20.0,6.025,0.808,0,0.0,1
Madhya Pradesh,23.41,78.18,2,0,0.0,0.0,0.0,1.0,15.8,0.0,0.0,0,0.0,0
Assam,25.38,91.85,5,2,2.26,2.5,0.238,1.0,81.1,3.821,0.0,1,3.181,0
Mizoram,23.12,92.86,5,3,2.61,2.97,0.277,1.0,18.0,4.584,0.01,0,0.0,1
Bihar,24.89,85.91,4,3,2.16,2.26,0.074,1.0,37.1,3.726,0.43,1,1.616,0
Andaman Islands,12.0,93.25,5,3,2.23,2.51,0.203,1.0,13.1,3.928,0.276,1,1.616,0
Gujarat-Kutch,23.24,70.62,5,1,2.16,2.16,0.0,1.0,30.8,3.243,0.0,0,0.0,0
Uttarakhand,29.44,80.44,5,4,2.52,2.92,0.396,1.0,146.5,4.7,0.61,1,1.083,0
Bihar,26.2,84.11,4,1,2.3,2.3,0.0,1.0,10.5,3.451,0.0,0,0.0,0
Odisha,19.67,86.49,2,0,0.0,0.0,0.0,1.0,5.3,0.0,0.0,0,0.0,0
Nagaland,27.16,94.9,5,1,2.09,2.09,0.0,1.0,31.1,3.137,0.0,0,0.0,0
Tamil Nadu,11.51,78.9,2,0,0.0,0.0,0.0,1.0,22.7,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.36,72.01,3,0,0.0,0.0,0.0,1.0,12.4,0.0,0.0,0,0.0,0
Assam,26.36,91.17,5,4,2.39,2.53,0.172,1.0,12.3,4.248,1.071,1,1.083,0
Tripura,24.66,92.48,5,1,2.49,2.49,0.0,1.0,28.8,3.737,0.0,1,3.181,0
Assam,26.67,91.49,5,2,2.22,2.33,0.115,1.0,52.1,3.661,0.0,1,3.181,1
Maharashtra-Koyna,16.49,73.36,4,2,2.82,2.94,0.127,1.0,28.1,4.567,0.0,0,0.0,0
Maharashtra-Koyna,16.59,74.79,4,1,2.77,2.77,0.0,1.0,50.1,4.149,0.0,0,0.0,0
Tripura,24.11,91.89,5,2,2.87,3.34,0.469,1.0,30.8,5.026,0.0,0,0.0,1
Uttarakhand,30.89,79.19,5,3,2.17,2.23,0.064,1.0,39.9,3.744,0.655,2,6.362,0
Himachal Pradesh,31.97,77.03,5,6,2.22,2.48,0.143,1.635,29.7,4.159,0.761,0,0.0,1
West Bengal,23.32,89.36,3,1,2.45,2.45,0.0,1.0,14.3,3.673,0.0,1,3.181,0
